date,district,daily_consumption_kwh,temperature_c,day_of_week,population
2023-06-21,District E,18.1,26.2,Wednesday,8000
2023-06-22,District A,30.4,23.1,Thursday,10000
2023-06-22,District B,65.2,23.5,Thursday,15000
2023-06-22,District C,87.6,23.9,Thursday,20000
2023-06-22,District D,36.3,24.6,Thursday,12000
2023-06-22,District E,19.5,26.5,Thursday,8000
2023-06-23,District A,36.9,21.8,Friday,10000
2023-06-23,District B,31.9,22.1,Friday,15000
2023-06-23,District C,66.8,25.2,Friday,20000
2023-06-23,District D,61.8,23.6,Friday,12000
2023-06-23,District E,38.6,24.6,Friday,8000
2023-06-24,District A,37.1,21.1,Saturday,10000
2023-06-24,District B,50.6,26.9,Saturday,15000
2023-06-24,District C,56.1,25.7,Saturday,20000
2023-06-24,District D,40.5,20.7,Saturday,12000
2023-06-24,District E,36.8,23.2,Saturday,8000
2023-06-25,District A,49.0,22.0,Sunday,10000
2023-06-25,District B,37.0,27.7,Sunday,15000
2023-06-25,District C,93.7,22.8,Sunday,20000
2023-06-25,District D,36.0,27.7,Sunday,12000
2023-06-25,District E,28.6,22.6,Sunday,8000
2023-06-26,District A,26.7,25.5,Monday,10000
2023-06-26,District B,30.5,25.9,Monday,15000
2023-06-26,District C,66.3,20.4,Monday,20000
2023-06-26,District D,37.1,22.8,Monday,12000
2023-06-26,District E,24.9,23.9,Monday,8000
2023-06-27,District A,29.3,21.5,Tuesday,10000
2023-06-27,District B,43.7,27.8,Tuesday,15000
2023-06-27,District C,74.6,23.6,Tuesday,20000
2023-06-27,District D,29.4,27.9,Tuesday,12000
2023-06-27,District E,29.9,25.5,Tuesday,8000
2023-06-28,District A,22.7,24.9,Wednesday,10000
2023-06-28,District B,29.6,25.4,Wednesday,15000
2023-06-28,District C,84.4,24.8,Wednesday,20000
2023-06-28,District D,54.3,21.7,Wednesday,12000
2023-06-28,District E,36.3,20.2,Wednesday,8000
2023-06-29,District A,26.5,23.7,Thursday,10000
2023-06-29,District B,72.9,21.1,Thursday,15000
2023-06-29,District C,51.9,20.6,Thursday,20000
2023-06-29,District D,46.3,22.8,Thursday,12000
2023-06-29,District E,19.0,24.4,Thursday,8000
2023-06-30,District A,28.5,22.3,Friday,10000
2023-06-30,District B,50.9,21.7,Friday,15000
2023-06-30,District C,50.1,25.6,Friday,20000
2023-06-30,District D,40.0,22.9,Friday,12000
2023-06-30,District E,36.8,27.8,Friday,8000
2023-07-01,District A,24.5,33.0,Saturday,10000
2023-07-01,District B,39.8,25.7,Saturday,15000
2023-07-01,District C,63.3,27.7,Saturday,20000
2023-07-01,District D,49.4,32.8,Saturday,12000
2023-07-01,District E,22.2,33.4,Saturday,8000
2023-07-02,District A,26.4,31.9,Sunday,10000
2023-07-02,District B,55.4,25.6,Sunday,15000
2023-07-02,District C,58.1,25.1,Sunday,20000
2023-07-02,District D,44.1,28.3,Sunday,12000
2023-07-02,District E,21.0,32.7,Sunday,8000
2023-07-03,District A,27.2,33.1,Monday,10000
2023-07-03,District B,59.3,29.5,Monday,15000
2023-07-03,District C,93.8,31.9,Monday,20000
2023-07-03,District D,45.2,27.3,Monday,12000
2023-07-03,District E,35.9,31.1,Monday,8000
2023-07-04,District A,38.3,26.6,Tuesday,10000
2023-07-04,District B,38.1,30.7,Tuesday,15000
2023-07-04,District C,54.0,29.7,Tuesday,20000
2023-07-04,District D,50.4,30.8,Tuesday,12000
2023-07-04,District E,28.0,30.7,Tuesday,8000
2023-07-05,District A,19.4,30.2,Wednesday,10000
2023-07-05,District B,46.9,27.3,Wednesday,15000
2023-07-05,District C,45.8,28.1,Wednesday,20000
2023-07-05,District D,32.1,30.0,Wednesday,12000
2023-07-05,District E,24.4,27.6,Wednesday,8000
2023-07-06,District A,43.0,26.3,Thursday,10000
2023-07-06,District B,55.7,33.7,Thursday,15000
2023-07-06,District C,77.9,26.1,Thursday,20000
2023-07-06,District D,46.5,33.1,Thursday,12000
2023-07-06,District E,28.3,26.1,Thursday,8000
2023-07-07,District A,35.3,33.3,Friday,10000
2023-07-07,District B,47.8,31.5,Friday,15000
2023-07-07,District C,39.7,30.3,Friday,20000
2023-07-07,District D,25.5,31.4,Friday,12000
2023-07-07,District E,21.8,29.4,Friday,8000
2023-07-08,District A,21.6,30.5,Saturday,10000
2023-07-08,District B,59.2,31.9,Saturday,15000
2023-07-08,District C,41.6,26.6,Saturday,20000
2023-07-08,District D,50.0,26.5,Saturday,12000
2023-07-08,District E,24.5,30.3,Saturday,8000
2023-07-09,District A,35.5,26.1,Sunday,10000
2023-07-09,District B,60.5,33.7,Sunday,15000
2023-07-09,District C,40.1,31.3,Sunday,20000
2023-07-09,District D,23.2,26.1,Sunday,12000
2023-07-09,District E,17.3,27.6,Sunday,8000
2023-07-10,District A,29.8,27.6,Monday,10000
2023-07-10,District B,54.3,34.4,Monday,15000
2023-07-10,District C,78.1,33.3,Monday,20000
2023-07-10,District D,47.7,26.1,Monday,12000
2023-07-10,District E,29.6,27.8,Monday,8000
2023-07-11,District A,44.9,28.4,Tuesday,10000
2023-07-11,District B,38.3,27.6,Tuesday,15000
2023-07-11,District C,37.3,34.3,Tuesday,20000
2023-07-11,District D,45.1,32.0,Tuesday,12000
2023-07-11,District E,35.4,33.4,Tuesday,8000
2023-07-12,District A,19.8,34.8,Wednesday,10000
2023-07-12,District B,53.2,33.2,Wednesday,15000
2023-07-12,District C,42.9,31.5,Wednesday,20000
2023-07-12,District D,53.4,31.5,Wednesday,12000
2023-07-12,District E,23.9,34.1,Wednesday,8000
2023-07-13,District A,27.8,25.4,Thursday,10000
2023-07-13,District B,55.4,33.3,Thursday,15000
2023-07-13,District C,39.0,29.6,Thursday,20000
2023-07-13,District D,36.8,29.3,Thursday,12000
2023-07-13,District E,28.2,34.3,Thursday,8000
2023-07-14,District A,33.8,28.1,Friday,10000
2023-07-14,District B,69.7,25.7,Friday,15000
2023-07-14,District C,64.9,28.6,Friday,20000
2023-07-14,District D,45.9,28.6,Friday,12000
2023-07-14,District E,31.3,31.6,Friday,8000
2023-07-15,District A,26.5,27.7,Saturday,10000
2023-07-15,District B,53.5,26.3,Saturday,15000
2023-07-15,District C,68.3,25.4,Saturday,20000
2023-07-15,District D,50.5,33.7,Saturday,12000
2023-07-15,District E,24.3,29.5,Saturday,8000
2023-07-16,District A,36.1,25.8,Sunday,10000
2023-07-16,District B,36.9,33.2,Sunday,15000
2023-07-16,District C,81.3,29.2,Sunday,20000
2023-07-16,District D,29.5,33.8,Sunday,12000
2023-07-16,District E,18.6,30.5,Sunday,8000
2023-07-17,District A,44.7,26.0,Monday,10000
2023-07-17,District B,60.7,33.2,Monday,15000
2023-07-17,District C,85.6,25.5,Monday,20000
2023-07-17,District D,34.3,29.4,Monday,12000
2023-07-17,District E,17.2,30.5,Monday,8000
2023-07-18,District A,33.7,32.6,Tuesday,10000
2023-07-18,District B,34.6,26.9,Tuesday,15000
2023-07-18,District C,39.1,26.8,Tuesday,20000
2023-07-18,District D,48.8,30.9,Tuesday,12000
2023-07-18,District E,15.5,25.2,Tuesday,8000
2023-07-19,District A,40.1,30.7,Wednesday,10000
2023-07-19,District B,41.2,28.3,Wednesday,15000
2023-07-19,District C,50.8,31.0,Wednesday,20000
2023-07-19,District D,45.4,25.3,Wednesday,12000
2023-07-19,District E,26.9,31.3,Wednesday,8000
2023-07-20,District A,36.2,32.4,Thursday,10000
2023-07-20,District B,41.3,27.1,Thursday,15000
2023-07-20,District C,43.0,26.3,Thursday,20000
2023-07-20,District D,49.4,31.8,Thursday,12000
2023-07-20,District E,28.0,34.6,Thursday,8000
2023-07-21,District A,21.9,26.8,Friday,10000
2023-07-21,District B,53.0,33.1,Friday,15000
2023-07-21,District C,82.1,31.2,Friday,20000
2023-07-21,District D,51.1,32.0,Friday,12000
2023-07-21,District E,32.1,25.6,Friday,8000
2023-07-22,District A,25.7,33.5,Saturday,10000
2023-07-22,District B,39.7,31.4,Saturday,15000
2023-07-22,District C,37.8,34.6,Saturday,20000
2023-07-22,District D,27.0,30.8,Saturday,12000
2023-07-22,District E,18.2,32.1,Saturday,8000
2023-07-23,District A,31.3,27.4,Sunday,10000
2023-07-23,District B,35.6,34.1,Sunday,15000
2023-07-23,District C,77.0,26.4,Sunday,20000
2023-07-23,District D,51.1,30.0,Sunday,12000
2023-07-23,District E,28.4,26.5,Sunday,8000
2023-07-24,District A,23.3,27.3,Monday,10000
2023-07-24,District B,53.6,31.8,Monday,15000
2023-07-24,District C,55.3,32.5,Monday,20000
2023-07-24,District D,36.5,29.5,Monday,12000
2023-07-24,District E,21.7,34.8,Monday,8000
2023-07-25,District A,27.6,27.9,Tuesday,10000
2023-07-25,District B,37.2,30.6,Tuesday,15000
2023-07-25,District C,50.3,34.2,Tuesday,20000
2023-07-25,District D,25.0,34.0,Tuesday,12000
2023-07-25,District E,34.0,31.6,Tuesday,8000
2023-07-26,District A,44.1,26.7,Wednesday,10000
2023-07-26,District B,65.3,29.5,Wednesday,15000
2023-07-26,District C,52.3,31.8,Wednesday,20000
2023-07-26,District D,31.4,26.9,Wednesday,12000
2023-07-26,District E,17.5,25.9,Wednesday,8000
2023-07-27,District A,29.4,26.0,Thursday,10000
2023-07-27,District B,32.7,33.0,Thursday,15000
2023-07-27,District C,70.7,26.3,Thursday,20000
2023-07-27,District D,24.8,27.0,Thursday,12000
2023-07-27,District E,34.4,26.7,Thursday,8000
2023-07-28,District A,28.9,33.2,Friday,10000
2023-07-28,District B,51.2,31.6,Friday,15000
2023-07-28,District C,76.5,31.8,Friday,20000
2023-07-28,District D,31.7,31.3,Friday,12000
2023-07-28,District E,25.5,25.4,Friday,8000
2023-07-29,District A,33.4,33.9,Saturday,10000
2023-07-29,District B,67.2,33.3,Saturday,15000
2023-07-29,District C,73.4,26.6,Saturday,20000
2023-07-29,District D,53.4,31.7,Saturday,12000
2023-07-29,District E,29.2,34.9,Saturday,8000
2023-07-30,District A,39.6,27.4,Sunday,10000
2023-07-30,District B,58.6,26.1,Sunday,15000
2023-07-30,District C,56.7,34.1,Sunday,20000
2023-07-30,District D,35.5,31.3,Sunday,12000
2023-07-30,District E,21.1,29.4,Sunday,8000
2023-07-31,District A,45.4,32.6,Monday,10000
2023-07-31,District B,35.8,34.4,Monday,15000
2023-07-31,District C,79.6,33.7,Monday,20000
2023-07-31,District D,25.0,27.5,Monday,12000
2023-07-31,District E,35.8,27.7,Monday,8000
2023-08-01,District A,37.5,30.3,Tuesday,10000
2023-08-01,District B,56.1,26.6,Tuesday,15000
2023-08-01,District C,62.5,24.3,Tuesday,20000
2023-08-01,District D,26.3,30.3,Tuesday,12000
2023-08-01,District E,19.5,32.2,Tuesday,8000
2023-08-02,District A,28.9,30.5,Wednesday,10000
2023-08-02,District B,31.4,30.0,Wednesday,15000
2023-08-02,District C,94.6,24.2,Wednesday,20000
2023-08-02,District D,48.2,26.7,Wednesday,12000
2023-08-02,District E,19.0,34.0,Wednesday,8000
2023-08-03,District A,35.9,26.7,Thursday,10000
2023-08-03,District B,64.1,33.7,Thursday,15000
2023-08-03,District C,78.9,29.0,Thursday,20000
2023-08-03,District D,53.3,25.4,Thursday,12000
2023-08-03,District E,17.9,33.6,Thursday,8000
2023-08-04,District A,21.7,27.0,Friday,10000
2023-08-04,District B,63.0,26.7,Friday,15000
2023-08-04,District C,42.8,27.8,Friday,20000
2023-08-04,District D,56.1,27.4,Friday,12000
2023-08-04,District E,24.6,30.3,Friday,8000
2023-08-05,District A,44.6,25.7,Saturday,10000
2023-08-05,District B,38.4,32.2,Saturday,15000
2023-08-05,District C,43.4,24.7,Saturday,20000
2023-08-05,District D,40.4,25.2,Saturday,12000
2023-08-05,District E,25.1,33.3,Saturday,8000
2023-08-06,District A,30.0,32.4,Sunday,10000
2023-08-06,District B,56.6,31.1,Sunday,15000
2023-08-06,District C,55.5,25.7,Sunday,20000
2023-08-06,District D,23.9,30.4,Sunday,12000
2023-08-06,District E,26.0,27.6,Sunday,8000
2023-08-07,District A,32.4,34.0,Monday,10000
2023-08-07,District B,46.7,32.2,Monday,15000
2023-08-07,District C,71.6,32.0,Monday,20000
2023-08-07,District D,36.7,32.9,Monday,12000
2023-08-07,District E,29.4,30.0,Monday,8000
2023-08-08,District A,21.9,28.2,Tuesday,10000
2023-08-08,District B,30.8,24.9,Tuesday,15000
2023-08-08,District C,48.8,32.7,Tuesday,20000
2023-08-08,District D,45.4,26.1,Tuesday,12000
2023-08-08,District E,25.3,27.2,Tuesday,8000
2023-08-09,District A,43.9,25.6,Wednesday,10000
2023-08-09,District B,62.0,32.5,Wednesday,15000
2023-08-09,District C,77.2,28.1,Wednesday,20000
2023-08-09,District D,21.9,25.4,Wednesday,12000
2023-08-09,District E,30.1,24.2,Wednesday,8000
2023-08-10,District A,32.0,28.6,Thursday,10000
2023-08-10,District B,49.0,24.1,Thursday,15000
2023-08-10,District C,59.9,31.2,Thursday,20000
2023-08-10,District D,29.1,31.3,Thursday,12000
2023-08-10,District E,27.1,32.1,Thursday,8000
2023-08-11,District A,25.6,26.1,Friday,10000
2023-08-11,District B,63.6,30.3,Friday,15000
2023-08-11,District C,52.4,28.2,Friday,20000
2023-08-11,District D,45.4,32.7,Friday,12000
2023-08-11,District E,26.2,28.5,Friday,8000
2023-08-12,District A,34.9,26.0,Saturday,10000
2023-08-12,District B,67.3,27.6,Saturday,15000
2023-08-12,District C,62.2,28.8,Saturday,20000
2023-08-12,District D,51.3,29.7,Saturday,12000
2023-08-12,District E,24.1,32.0,Saturday,8000
2023-08-13,District A,33.8,31.2,Sunday,10000
2023-08-13,District B,34.8,28.9,Sunday,15000
2023-08-13,District C,49.3,28.6,Sunday,20000
2023-08-13,District D,32.5,33.1,Sunday,12000
2023-08-13,District E,25.9,33.5,Sunday,8000
2023-08-14,District A,34.3,30.3,Monday,10000
2023-08-14,District B,44.3,25.3,Monday,15000
2023-08-14,District C,81.2,25.0,Monday,20000
2023-08-14,District D,49.1,28.5,Monday,12000
2023-08-14,District E,18.9,26.2,Monday,8000
2023-08-15,District A,43.0,28.1,Tuesday,10000
2023-08-15,District B,44.0,31.1,Tuesday,15000
2023-08-15,District C,40.5,29.2,Tuesday,20000
2023-08-15,District D,43.2,33.8,Tuesday,12000
2023-08-15,District E,27.1,26.9,Tuesday,8000
2023-08-16,District A,44.1,25.1,Wednesday,10000
2023-08-16,District B,53.2,25.7,Wednesday,15000
2023-08-16,District C,74.7,26.5,Wednesday,20000
2023-08-16,District D,43.4,31.8,Wednesday,12000
2023-08-16,District E,33.7,30.1,Wednesday,8000
2023-08-17,District A,29.9,24.8,Thursday,10000
2023-08-17,District B,67.0,26.5,Thursday,15000
2023-08-17,District C,75.6,27.9,Thursday,20000
2023-08-17,District D,28.5,30.8,Thursday,12000
2023-08-17,District E,20.5,26.4,Thursday,8000
2023-08-18,District A,25.5,28.1,Friday,10000
2023-08-18,District B,73.1,24.2,Friday,15000
2023-08-18,District C,57.2,33.7,Friday,20000
2023-08-18,District D,22.9,27.4,Friday,12000
2023-08-18,District E,33.8,30.8,Friday,8000
2023-08-19,District A,22.3,25.5,Saturday,10000
2023-08-19,District B,52.0,31.9,Saturday,15000
2023-08-19,District C,77.4,24.4,Saturday,20000
2023-08-19,District D,33.5,27.1,Saturday,12000
2023-08-19,District E,31.9,31.7,Saturday,8000
2023-08-20,District A,43.6,28.0,Sunday,10000
2023-08-20,District B,58.3,28.1,Sunday,15000
2023-08-20,District C,84.5,28.8,Sunday,20000
2023-08-20,District D,24.4,33.1,Sunday,12000
2023-08-20,District E,32.2,33.4,Sunday,8000
2023-08-21,District A,24.6,31.9,Monday,10000
2023-08-21,District B,64.5,32.1,Monday,15000
2023-08-21,District C,91.8,26.9,Monday,20000
2023-08-21,District D,30.9,24.5,Monday,12000
2023-08-21,District E,28.2,29.4,Monday,8000
2023-08-22,District A,18.5,30.5,Tuesday,10000
2023-08-22,District B,28.8,33.6,Tuesday,15000
2023-08-22,District C,36.8,25.4,Tuesday,20000
2023-08-22,District D,51.8,29.7,Tuesday,12000
2023-08-22,District E,32.2,30.7,Tuesday,8000
2023-08-23,District A,36.3,24.1,Wednesday,10000
2023-08-23,District B,47.2,28.6,Wednesday,15000
2023-08-23,District C,81.1,24.7,Wednesday,20000
2023-08-23,District D,46.4,29.0,Wednesday,12000
2023-08-23,District E,17.6,28.9,Wednesday,8000
2023-08-24,District A,22.7,30.5,Thursday,10000
2023-08-24,District B,51.8,32.7,Thursday,15000
2023-08-24,District C,88.0,25.6,Thursday,20000
2023-08-24,District D,24.0,29.2,Thursday,12000
2023-08-24,District E,19.9,30.3,Thursday,8000
2023-08-25,District A,42.1,32.0,Friday,10000
2023-08-25,District B,49.7,33.8,Friday,15000
2023-08-25,District C,80.5,28.5,Friday,20000
2023-08-25,District D,41.3,25.3,Friday,12000
2023-08-25,District E,17.1,29.5,Friday,8000
2023-08-26,District A,41.0,28.2,Saturday,10000
2023-08-26,District B,31.0,32.6,Saturday,15000
2023-08-26,District C,55.8,24.9,Saturday,20000
2023-08-26,District D,25.8,32.7,Saturday,12000
2023-08-26,District E,16.6,31.2,Saturday,8000
2023-08-27,District A,27.6,30.2,Sunday,10000
2023-08-27,District B,36.5,31.9,Sunday,15000
2023-08-27,District C,48.7,30.4,Sunday,20000
2023-08-27,District D,49.9,31.1,Sunday,12000
2023-08-27,District E,33.1,25.3,Sunday,8000
2023-08-28,District A,22.5,29.9,Monday,10000
2023-08-28,District B,35.2,28.3,Monday,15000
2023-08-28,District C,80.8,31.0,Monday,20000
2023-08-28,District D,39.9,25.1,Monday,12000
2023-08-28,District E,36.4,32.1,Monday,8000
2023-08-29,District A,43.7,29.1,Tuesday,10000
2023-08-29,District B,43.0,29.4,Tuesday,15000
2023-08-29,District C,62.6,32.5,Tuesday,20000
2023-08-29,District D,37.5,28.7,Tuesday,12000
2023-08-29,District E,32.4,32.5,Tuesday,8000
2023-08-30,District A,27.0,28.0,Wednesday,10000
2023-08-30,District B,50.2,28.9,Wednesday,15000
2023-08-30,District C,78.9,26.4,Wednesday,20000
2023-08-30,District D,32.4,28.9,Wednesday,12000
2023-08-30,District E,19.6,25.1,Wednesday,8000
2023-08-31,District A,26.2,33.5,Thursday,10000
2023-08-31,District B,45.7,25.7,Thursday,15000
2023-08-31,District C,37.9,27.1,Thursday,20000
2023-08-31,District D,39.2,27.2,Thursday,12000
2023-08-31,District E,22.1,29.5,Thursday,8000
2023-09-01,District A,51.4,21.6,Friday,10000
2023-09-01,District B,43.7,21.0,Friday,15000
2023-09-01,District C,70.8,19.9,Friday,20000
2023-09-01,District D,33.0,24.1,Friday,12000
2023-09-01,District E,17.3,23.7,Friday,8000
2023-09-02,District A,43.3,21.4,Saturday,10000
2023-09-02,District B,55.4,20.7,Saturday,15000
2023-09-02,District C,84.5,19.6,Saturday,20000
2023-09-02,District D,54.7,18.4,Saturday,12000
2023-09-02,District E,37.0,19.6,Saturday,8000
2023-09-03,District A,41.7,20.8,Sunday,10000
2023-09-03,District B,70.8,20.6,Sunday,15000
2023-09-03,District C,50.7,19.0,Sunday,20000
2023-09-03,District D,26.9,21.9,Sunday,12000
2023-09-03,District E,38.7,19.6,Sunday,8000
2023-09-04,District A,29.6,25.8,Monday,10000
2023-09-04,District B,51.5,25.4,Monday,15000
2023-09-04,District C,86.3,20.2,Monday,20000
2023-09-04,District D,62.6,23.3,Monday,12000
2023-09-04,District E,33.7,20.1,Monday,8000
2023-09-05,District A,23.4,18.4,Tuesday,10000
2023-09-05,District B,75.0,18.0,Tuesday,15000
2023-09-05,District C,87.2,24.4,Tuesday,20000
2023-09-05,District D,34.8,22.1,Tuesday,12000
2023-09-05,District E,22.8,19.2,Tuesday,8000
2023-09-06,District A,42.7,21.0,Wednesday,10000
2023-09-06,District B,33.5,22.3,Wednesday,15000
2023-09-06,District C,46.1,18.1,Wednesday,20000
2023-09-06,District D,57.6,21.3,Wednesday,12000
2023-09-06,District E,35.2,23.1,Wednesday,8000
2023-09-07,District A,30.8,21.7,Thursday,10000
2023-09-07,District B,69.4,18.9,Thursday,15000
2023-09-07,District C,50.1,24.3,Thursday,20000
2023-09-07,District D,41.5,22.1,Thursday,12000
2023-09-07,District E,38.7,23.0,Thursday,8000
2023-09-08,District A,38.0,22.6,Friday,10000
2023-09-08,District B,34.5,18.4,Friday,15000
2023-09-08,District C,44.0,19.5,Friday,20000
2023-09-08,District D,52.5,23.9,Friday,12000
2023-09-08,District E,37.9,19.1,Friday,8000
2023-09-09,District A,29.0,19.2,Saturday,10000
2023-09-09,District B,46.8,20.0,Saturday,15000
2023-09-09,District C,69.3,20.0,Saturday,20000
2023-09-09,District D,59.5,21.3,Saturday,12000
2023-09-09,District E,19.4,18.4,Saturday,8000
2023-09-10,District A,38.8,18.4,Sunday,10000
2023-09-10,District B,67.6,18.4,Sunday,15000
2023-09-10,District C,71.6,22.1,Sunday,20000
2023-09-10,District D,30.1,22.5,Sunday,12000
2023-09-10,District E,23.7,19.6,Sunday,8000
2023-09-11,District A,27.6,22.7,Monday,10000
2023-09-11,District B,77.3,18.9,Monday,15000
2023-09-11,District C,92.6,18.2,Monday,20000
2023-09-11,District D,36.4,24.3,Monday,12000
2023-09-11,District E,20.5,19.1,Monday,8000
2023-09-12,District A,39.3,23.6,Tuesday,10000
2023-09-12,District B,72.2,24.3,Tuesday,15000
2023-09-12,District C,49.4,23.5,Tuesday,20000
2023-09-12,District D,54.3,19.9,Tuesday,12000
2023-09-12,District E,17.7,19.7,Tuesday,8000
2023-09-13,District A,32.1,23.6,Wednesday,10000
2023-09-13,District B,53.3,25.4,Wednesday,15000
2023-09-13,District C,96.9,18.7,Wednesday,20000
2023-09-13,District D,36.1,20.1,Wednesday,12000
2023-09-13,District E,17.2,21.2,Wednesday,8000
2023-09-14,District A,23.7,22.0,Thursday,10000
2023-09-14,District B,45.8,21.2,Thursday,15000
2023-09-14,District C,88.2,24.2,Thursday,20000
2023-09-14,District D,37.2,19.2,Thursday,12000
2023-09-14,District E,19.6,21.0,Thursday,8000
2023-09-15,District A,43.3,24.4,Friday,10000
2023-09-15,District B,48.8,19.5,Friday,15000
2023-09-15,District C,81.6,18.8,Friday,20000
2023-09-15,District D,62.5,19.0,Friday,12000
2023-09-15,District E,26.6,24.2,Friday,8000
2023-09-16,District A,47.3,22.6,Saturday,10000
2023-09-16,District B,37.9,22.4,Saturday,15000
2023-09-16,District C,90.6,21.0,Saturday,20000
2023-09-16,District D,47.4,23.2,Saturday,12000
2023-09-16,District E,37.5,24.9,Saturday,8000
2023-09-17,District A,20.6,25.4,Sunday,10000
2023-09-17,District B,63.3,22.4,Sunday,15000
2023-09-17,District C,76.4,24.1,Sunday,20000
2023-09-17,District D,52.7,19.3,Sunday,12000
2023-09-17,District E,18.1,23.8,Sunday,8000
2023-09-18,District A,26.5,21.7,Monday,10000
2023-09-18,District B,32.4,20.7,Monday,15000
2023-09-18,District C,76.6,21.2,Monday,20000
2023-09-18,District D,50.3,23.0,Monday,12000
2023-09-18,District E,22.2,24.7,Monday,8000
2023-09-19,District A,45.5,19.0,Tuesday,10000
2023-09-19,District B,73.9,19.3,Tuesday,15000
2023-09-19,District C,70.1,24.7,Tuesday,20000
2023-09-19,District D,24.8,25.9,Tuesday,12000
2023-09-19,District E,31.3,20.4,Tuesday,8000
2023-09-20,District A,47.9,20.8,Wednesday,10000
2023-09-20,District B,54.7,18.5,Wednesday,15000
2023-09-20,District C,79.2,22.7,Wednesday,20000
2023-09-20,District D,37.1,20.0,Wednesday,12000
2023-09-20,District E,20.7,24.7,Wednesday,8000
2023-09-21,District A,36.9,24.6,Thursday,10000
2023-09-21,District B,62.1,24.1,Thursday,15000
2023-09-21,District C,74.1,19.7,Thursday,20000
2023-09-21,District D,39.6,24.9,Thursday,12000
2023-09-21,District E,24.2,25.7,Thursday,8000
2023-09-22,District A,33.3,19.1,Friday,10000
2023-09-22,District B,41.9,25.6,Friday,15000
2023-09-22,District C,97.5,24.9,Friday,20000
2023-09-22,District D,28.3,20.8,Friday,12000
2023-09-22,District E,24.7,23.8,Friday,8000
2023-09-23,District A,33.3,24.3,Saturday,10000
2023-09-23,District B,65.0,21.9,Saturday,15000
2023-09-23,District C,66.6,21.1,Saturday,20000
2023-09-23,District D,37.2,21.0,Saturday,12000
2023-09-23,District E,35.4,22.2,Saturday,8000
2023-09-24,District A,35.7,20.9,Sunday,10000
2023-09-24,District B,42.1,23.4,Sunday,15000
2023-09-24,District C,96.0,20.2,Sunday,20000
2023-09-24,District D,44.8,23.8,Sunday,12000
2023-09-24,District E,16.7,23.2,Sunday,8000
2023-09-25,District A,37.0,22.9,Monday,10000
2023-09-25,District B,48.5,22.4,Monday,15000
2023-09-25,District C,54.2,18.7,Monday,20000
2023-09-25,District D,36.6,25.6,Monday,12000
2023-09-25,District E,18.1,21.7,Monday,8000
2023-09-26,District A,41.5,18.3,Tuesday,10000
2023-09-26,District B,52.9,22.3,Tuesday,15000
2023-09-26,District C,84.7,19.9,Tuesday,20000
2023-09-26,District D,30.8,19.3,Tuesday,12000
2023-09-26,District E,22.9,21.7,Tuesday,8000
2023-09-27,District A,39.4,20.0,Wednesday,10000
2023-09-27,District B,67.1,23.2,Wednesday,15000
2023-09-27,District C,44.4,21.3,Wednesday,20000
2023-09-27,District D,59.3,20.2,Wednesday,12000
2023-09-27,District E,33.0,22.8,Wednesday,8000
2023-09-28,District A,35.5,18.1,Thursday,10000
2023-09-28,District B,55.6,18.3,Thursday,15000
2023-09-28,District C,88.3,25.4,Thursday,20000
2023-09-28,District D,40.5,22.3,Thursday,12000
2023-09-28,District E,28.9,25.6,Thursday,8000
2023-09-29,District A,35.7,18.5,Friday,10000
2023-09-29,District B,53.7,19.9,Friday,15000
2023-09-29,District C,78.7,21.6,Friday,20000
2023-09-29,District D,31.4,20.9,Friday,12000
2023-09-29,District E,37.7,22.0,Friday,8000
2023-09-30,District A,30.2,23.3,Saturday,10000
2023-09-30,District B,63.9,25.5,Saturday,15000
2023-09-30,District C,42.4,19.7,Saturday,20000
2023-09-30,District D,53.8,23.9,Saturday,12000
2023-09-30,District E,33.6,25.7,Saturday,8000
2023-10-01,District A,35.9,16.8,Sunday,10000
2023-10-01,District B,41.1,12.2,Sunday,15000
2023-10-01,District C,77.7,15.7,Sunday,20000
2023-10-01,District D,50.7,16.5,Sunday,12000
2023-10-01,District E,29.6,14.2,Sunday,8000
2023-10-02,District A,34.0,12.7,Monday,10000
2023-10-02,District B,64.3,18.0,Monday,15000
2023-10-02,District C,59.5,19.9,Monday,20000
2023-10-02,District D,37.7,16.0,Monday,12000
2023-10-02,District E,38.4,15.5,Monday,8000
2023-10-03,District A,46.5,17.5,Tuesday,10000
2023-10-03,District B,69.3,13.6,Tuesday,15000
2023-10-03,District C,93.3,12.5,Tuesday,20000
2023-10-03,District D,35.3,14.6,Tuesday,12000
2023-10-03,District E,38.6,16.1,Tuesday,8000
2023-10-04,District A,30.6,12.4,Wednesday,10000
2023-10-04,District B,47.8,18.9,Wednesday,15000
2023-10-04,District C,65.5,13.6,Wednesday,20000
2023-10-04,District D,57.0,15.1,Wednesday,12000
2023-10-04,District E,28.1,18.1,Wednesday,8000
2023-10-05,District A,34.0,19.9,Thursday,10000
2023-10-05,District B,41.8,12.5,Thursday,15000
2023-10-05,District C,49.4,15.5,Thursday,20000
2023-10-05,District D,51.6,19.6,Thursday,12000
2023-10-05,District E,30.2,14.1,Thursday,8000
2023-10-06,District A,50.7,17.8,Friday,10000
2023-10-06,District B,55.8,19.1,Friday,15000
2023-10-06,District C,77.4,18.2,Friday,20000
2023-10-06,District D,29.5,16.4,Friday,12000
2023-10-06,District E,30.1,13.0,Friday,8000
2023-10-07,District A,20.6,14.2,Saturday,10000
